name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Sweet55 - Swiss Chocolates & Confections,https://s3-media3.fl.yelpcdn.com/bphoto/NYiHmWc3b5V57xAJklutJQ/o.jpg,https://www.yelp.com/biz/sweet55-swiss-chocolates-and-confections-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,13,"chocolate,desserts,coffee",5,"37.43844,-122.159",,16504404330,"['855 El Camino Real', 'Palo Alto, CA 94301']"
NM Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/BmiS8Yu6rAwYVShzgz8mYw/o.jpg,https://www.yelp.com/biz/nm-cafe-palo-alto-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,136,"newamerican,cafes",3.5,"37.4413427342213,-122.17243902576",$$$,16503293329,"['400 Stanford Shopping Ctr', 'Palo Alto, CA 94304']"
Tin Pot,https://s3-media1.fl.yelpcdn.com/bphoto/FXdo6ZP-zN4RmZ3FzPRdoQ/o.jpg,https://www.yelp.com/biz/tin-pot-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,23,icecream,3,"37.38002,-122.11618",,,"['170 State St', 'Los Altos, CA 94022']"
Sousa's Wines & Liquor,https://s3-media1.fl.yelpcdn.com/bphoto/cUjr3iAoF5YLrb0ZseH7wg/o.jpg,https://www.yelp.com/biz/sousas-wines-and-liquor-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,49,beer_and_wine,4.5,"37.39921,-122.07553",$$,16509674461,"['400 Moffett Blvd', 'Unit A', 'Mountain View, CA 94043']"
The Redwood by Chef Julien,https://s3-media1.fl.yelpcdn.com/bphoto/_PHhZJkdz2t9BKvjyjlk5A/o.jpg,https://www.yelp.com/biz/the-redwood-by-chef-julien-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,"coffee,breakfast_brunch,sandwiches",5,"37.446241064735595,-122.16242330000144",,16503360079,"['450 Bryant St', 'Palo Alto, CA 94301']"
Hobee's,https://s3-media3.fl.yelpcdn.com/bphoto/pYNByL83eJG6FWMt2z3tQQ/o.jpg,https://www.yelp.com/biz/hobees-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,326,breakfast_brunch,3.5,"37.40388,-122.09796",$$,16509686050,"['2312 Central Expy', 'Mountain View, CA 94043']"
Bailey Plaza Liquors,https://s3-media2.fl.yelpcdn.com/bphoto/qxspE5XU3s2YRPVuUBu0kg/o.jpg,https://www.yelp.com/biz/bailey-plaza-liquors-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,14,beer_and_wine,4,"37.4028167724609,-122.079139709473",$$,16509611470,"['570 N Shoreline Blvd', 'Ste K', 'Mountain View, CA 94043']"
SomiSomi ,https://s3-media3.fl.yelpcdn.com/bphoto/JCjPcLlcmc8IzRe-RH6WfA/o.jpg,https://www.yelp.com/biz/somisomi-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,33,"desserts,korean,icecream",4.5,"37.44752,-122.15965",$,16506657954,"['440 University Ave', 'Palo Alto, CA 94301']"
Cibo Restaurant & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/Qp-9w_CXBnWcXIDFmJ2PpQ/o.jpg,https://www.yelp.com/biz/cibo-restaurant-and-bar-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,146,"tradamerican,breakfast_brunch,desserts",3.5,"37.41947401936479,-122.13556811555489",$$,16504942426,"['3398 El Camino Real', 'Palo Alto, CA 94306']"
JL Produce,https://s3-media1.fl.yelpcdn.com/bphoto/q39j_0DrjpwPoJw1S0Os6Q/o.jpg,https://www.yelp.com/biz/jl-produce-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,47,grocery,4,"37.39778,-122.07597",$,16504281105,"['311 Moffett Blvd', 'Mountain View, CA 94043']"
Rick's Ice Cream,https://s3-media2.fl.yelpcdn.com/bphoto/j2OxgHWJf6ZssHlYmth5-Q/o.jpg,https://www.yelp.com/biz/ricks-ice-cream-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,599,icecream,4,"37.41909,-122.10935",$,16504936553,"['3946 Middlefield Rd', 'Palo Alto, CA 94303']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/ZFoIiL11IdWT5KnK6p-8bA/o.jpg,https://www.yelp.com/biz/starbucks-sunnyvale-26?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,27,coffee,2.5,"37.372624,-122.05809447",$,14087325900,"['639 S Bernardo Ave', 'Safeway', 'Sunnyvale, CA 94087']"
Nordstrom Ebar Artisan Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/Xixc6VhhPLR7gMb7tAouzQ/o.jpg,https://www.yelp.com/biz/nordstrom-ebar-artisan-coffee-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,25,coffee,4,"37.439129,-122.1732386",$,16506882514,"['550 Stanford Shopping Ctr', 'Palo Alto, CA 94304']"
Scoop Microcreamery,https://s3-media4.fl.yelpcdn.com/bphoto/B_l_kc79Poktg9XjI4yCyg/o.jpg,https://www.yelp.com/biz/scoop-microcreamery-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,803,icecream,4,"37.44496,-122.16291",$$$,16503846939,"['203 University Ave', 'Palo Alto, CA 94301']"
Nijiya Deli,https://s3-media2.fl.yelpcdn.com/bphoto/W6WkQ1sfrA9YP-hDNKB4vg/o.jpg,https://www.yelp.com/biz/nijiya-deli-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,71,"japanese,delis",4,"37.3790092,-122.0718765",$,16506911600,"['143 E El Camino Real', 'Mountain View, CA 94040']"
Rotten Robbie,https://s3-media3.fl.yelpcdn.com/bphoto/tsCVjAMWVLQZlWtR4C4QdA/o.jpg,https://www.yelp.com/biz/rotten-robbie-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"servicestations,convenience",3.5,"37.397483,-122.059912",$$,16509652609,"['310 N Whisman Rd', 'Mountain View, CA 94043']"
Foothill Produce,https://s3-media3.fl.yelpcdn.com/bphoto/eysXtwv3l4hIGFUaIyzrOA/o.jpg,https://www.yelp.com/biz/foothill-produce-los-altos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,203,"grocery,markets,cheese",4,"37.3367566451102,-122.067563753892",$,14087357775,"['2310 Homestead Rd', 'Ste D', 'Los Altos, CA 94024']"
Present,https://s3-media2.fl.yelpcdn.com/bphoto/ASYYQkvmLtlX__7NTMf4Mw/o.jpg,https://www.yelp.com/biz/present-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,40,"giftshops,candy",5,"37.3799437,-122.1146281",$$,16509494438,"['127 Main St', 'Los Altos, CA 94022']"
Alumni Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/NNk8UHZObxyKXxLLxDSmjQ/o.jpg,https://www.yelp.com/biz/alumni-cafe-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,18,coffee,3,"37.431152683513,-122.16487919022",$,16507259512,"['326 Galvez St', 'Stanford, CA 94305']"
Vitality Bowls,https://s3-media2.fl.yelpcdn.com/bphoto/XCC4OfbTTHH6raFGKSmGwg/o.jpg,https://www.yelp.com/biz/vitality-bowls-palo-alto-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,289,"juicebars,acaibowls",3.5,"37.428131162250885,-122.14305866110993",$$,16504739740,"['209 California Ave', 'Palo Alto, CA 94306']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/RZl9l16nrijOo-kNaWDLdQ/o.jpg,https://www.yelp.com/biz/starbucks-los-altos-8?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,coffee,2.5,"37.379207,-122.118993",,16509411830,"['160 1st St', 'Safeway', 'Los Altos, CA 94022']"
C & C Curry House,https://s3-media4.fl.yelpcdn.com/bphoto/dpD8ExLs7PQnt9c3M3_s9g/o.jpg,https://www.yelp.com/biz/c-and-c-curry-house-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,"steak,fooddeliveryservices,japacurry",4.5,"37.438786,-122.159877",,16503919305,"['855 El Camino Real', 'Palo Alto, CA 94301']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/jb0LMvda2fC8jdhFlr4wHg/o.jpg,https://www.yelp.com/biz/starbucks-east-palo-alto-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,116,coffee,2.5,"37.46164516,-122.1373207",$,16503267786,"['1775 E Bayshore Rd', 'Ravenswood @ 101', 'East Palo Alto, CA 94303']"
Menlo Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/V2P9kwR5nSTbE9HAIJ6Nyg/o.jpg,https://www.yelp.com/biz/menlo-tavern-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,96,"breakfast_brunch,tradamerican,cocktailbars",3.5,"37.44776,-122.17214",,16503302790,"['100 El Camino Real', 'Menlo Park, CA 94025']"
The Market At Munger,https://s3-media3.fl.yelpcdn.com/bphoto/1-kVrtPow6hXLZzfd_oRLQ/o.jpg,https://www.yelp.com/biz/the-market-at-munger-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,13,"grocery,markets",4,"37.4228356328386,-122.167613300361",$,16507234501,"['554 Salvatierra Walk', 'Stanford, CA 94305']"
La Fiesta Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/LjNqVjuAQcOalbI2DAnHGw/o.jpg,https://www.yelp.com/biz/la-fiesta-restaurant-mountain-view-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,939,"mexican,bars,desserts",4,"37.39149,-122.07295",$$,16509681364,"['240 Villa St', 'Mountain View, CA 94041']"
Mardini's Deli,https://s3-media1.fl.yelpcdn.com/bphoto/mNf-7h3_m8fJ9WWpgIbaxw/o.jpg,https://www.yelp.com/biz/mardinis-deli-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,484,"greek,delis,sandwiches",4,"37.4603288641248,-122.160655042253",$$,16503244316,"['408 Willow Rd', 'Menlo Park, CA 94025']"
Sprinkles Palo Alto,https://s3-media1.fl.yelpcdn.com/bphoto/UTEp0sTTYUZp7h0BewJMjw/o.jpg,https://www.yelp.com/biz/sprinkles-palo-alto-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2520,"bakeries,desserts,cupcakes",3.5,"37.442306,-122.172911",$$$,16503239300,"['393 Stanford Shopping Ctr', 'Palo Alto, CA 94304']"
Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/rtCl791f7aryzfQcMpLwZA/o.jpg,https://www.yelp.com/biz/starbucks-sunnyvale-25?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,96,coffee,3,"37.352697,-122.051385",$,14087326032,"['1291 S Mary Ave', 'Sunnyvale, CA 94087']"
Nijiya Market - Mountain View,https://s3-media2.fl.yelpcdn.com/bphoto/GSZi_1exYN5ZN8KZla2DQA/o.jpg,https://www.yelp.com/biz/nijiya-market-mountain-view-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,538,"japanese,intlgrocery,seafoodmarkets",4,"37.37901,-122.07188",$$,16506911600,"['143 E El Camino Real', 'Mountain View, CA 94040']"
World Market,https://s3-media1.fl.yelpcdn.com/bphoto/lSHka4pOT7r57c1tgtVY_w/o.jpg,https://www.yelp.com/biz/world-market-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,153,"furniture,homedecor,beer_and_wine",4,"37.394089,-122.096581",$$,16509616066,"['1910 W El Camino Real', 'Mountain View, CA 94040']"
The Original Pancake House,https://s3-media2.fl.yelpcdn.com/bphoto/0TNr5BXjeSbY86dMBjfHXw/o.jpg,https://www.yelp.com/biz/the-original-pancake-house-los-altos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,517,"breakfast_brunch,waffles,creperies",3,"37.3752501,-122.1144249",$$,16505599197,"['420 S San Antonio Rd', 'Los Altos, CA 94022']"
Carem Gelato Classico,https://s3-media4.fl.yelpcdn.com/bphoto/2RVUvMDEf4Qs_ppstBHDIg/o.jpg,https://www.yelp.com/biz/carem-gelato-classico-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,36,"gelato,coffee",4,"37.44523,-122.16321",,16503919492,"['435 Emerson St', 'Palo Alto, CA 94301']"
Downtown Los Altos Farmers' Market,https://s3-media1.fl.yelpcdn.com/bphoto/WBeWKjqKAVWPe6qdxnO_Lw/o.jpg,https://www.yelp.com/biz/downtown-los-altos-farmers-market-los-altos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,51,"markets,farmersmarket",4,"37.379191,-122.117323",$$,18008063276,"['State St & 2nd St', 'Los Altos, CA 94022']"
Garden Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/w2nWcrs1lgnhZ-fwyEW9Dw/o.jpg,https://www.yelp.com/biz/garden-cafe-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,cafes,3,"37.4387707909437,-122.170835025609",,,"['401 Quarry Rd', 'Palo Alto, CA 94304']"
Coupa Cafe - Y2E2,https://s3-media1.fl.yelpcdn.com/bphoto/5T0p--G7eMf6NOLRHplRyw/o.jpg,https://www.yelp.com/biz/coupa-cafe-y2e2-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,106,"coffee,breakfast_brunch,latin",3.5,"37.42826728615,-122.175634315577",$,16503311132,"['473 Via Ortega', 'Stanford, CA 94305']"
Taqueria La Espuela,https://s3-media4.fl.yelpcdn.com/bphoto/yUIfhV6MOrNZD311gLSvNg/o.jpg,https://www.yelp.com/biz/taqueria-la-espuela-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1177,"mexican,breakfast_brunch,tradamerican",3.5,"37.392963,-122.080299",$,16509691464,"['854 W Dana St', 'Mountain View, CA 94041']"
Whole Foods Market,https://s3-media2.fl.yelpcdn.com/bphoto/htQbZIQfqiGACa6hSH4lWA/o.jpg,https://www.yelp.com/biz/whole-foods-market-los-altos-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,581,"grocery,healthmarkets,organic_stores",3.5,"37.398989,-122.110571",$$$,16505590300,"['4800 El Camino Real', 'Los Altos, CA 94022']"
Palo Alto Fine Wine & Spirits,https://s3-media3.fl.yelpcdn.com/bphoto/8YUfzZB6n4AJanLUg2sGIw/o.jpg,https://www.yelp.com/biz/palo-alto-fine-wine-and-spirits-palo-alto-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,73,beer_and_wine,4.5,"37.429772568357,-122.1231229936",$$,16504943640,"['3163 Middlefield Rd', 'Palo Alto, CA 94306']"
Peet's Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/Hgi0gKIKoARLoAVKxiLR1w/o.jpg,https://www.yelp.com/biz/peets-coffee-cupertino-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,69,coffee,3.5,"37.3372821,-122.0661822",$,14086361850,"['22350 Homestead Rd', 'Cupertino, CA 95014']"
Humphry Slocombe,https://s3-media4.fl.yelpcdn.com/bphoto/9XvcO-Fz3p2QNiEaADuV5w/o.jpg,https://www.yelp.com/biz/humphry-slocombe-cupertino?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,5,"icecream,desserts",5,"37.322662,-122.053523",,14159928206,"['21666 Stevens Creek Blvd', 'Cupertino, CA 95014']"
ZoomCaffe,https://s3-media2.fl.yelpcdn.com/bphoto/S4KTspOUOjRyz6Dnr1XxlA/o.jpg,https://www.yelp.com/biz/zoomcaffe-palo-alto-7?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,"coffee,sandwiches,breakfast_brunch",3,"37.442368,-122.168802",,16503846663,"['211 Quarry Rd', 'Palo Alto, CA 94303']"
Printers Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/wUAHOfy2YeUywQcx6ESDHA/o.jpg,https://www.yelp.com/biz/printers-cafe-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,310,"cafes,wine_bars,breakfast_brunch",3,"37.427381,-122.144374",$$,16503233347,"['320 S California Ave', 'Palo Alto, CA 94306']"
Felipe's Market,https://s3-media3.fl.yelpcdn.com/bphoto/gv4iXOoTkYlv94ZDICLOtQ/o.jpg,https://www.yelp.com/biz/felipes-market-sunnyvale?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,287,grocery,4,"37.373167910802,-122.05243041318",$,14087208111,"['1101 W El Camino Real', 'Sunnyvale, CA 94087']"
Erik's DeliCafé,https://s3-media4.fl.yelpcdn.com/bphoto/-wCtbOvxWQXgu7lHnZEZCQ/o.jpg,https://www.yelp.com/biz/eriks-delicaf%C3%A9-mountain-view-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,107,"delis,sandwiches,soup",3.5,"37.421931,-122.096303",$,16509621212,"['2424 Charleston Rd', 'Mountain View, CA 94043']"
Safeway,https://s3-media1.fl.yelpcdn.com/bphoto/JkwHo6J6BD8l5fvu8zg2AQ/o.jpg,https://www.yelp.com/biz/safeway-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,150,grocery,2.5,"37.4328752,-122.1272763",$$,16503218400,"['2811 Middlefield Rd', 'Palo Alto, CA 94306']"
Coffee Cove,,https://www.yelp.com/biz/coffee-cove-menlo-park?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,convenience,1,"37.4615233596402,-122.159415040892",,16503273727,"['500 Willow Rd', 'Menlo Park, CA 94025']"
Trader Joe's,https://s3-media4.fl.yelpcdn.com/bphoto/uTYmkbAkkI8qaqSU6tHz1Q/o.jpg,https://www.yelp.com/biz/trader-joes-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,173,grocery,4,"37.4384255,-122.1577459",$$,16503277018,"['855 El Camino Real', 'Palo Alto, CA 94301']"
Crepevine Restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/eoOED41qKM_HEp1nVMaHTQ/o.jpg,https://www.yelp.com/biz/crepevine-restaurants-palo-alto-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1495,"breakfast_brunch,creperies,newamerican",4,"37.44698,-122.161",$$,16503233900,"['367 University Ave', 'Palo Alto, CA 94301']"
Poolside Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/ZWG2mdIjsADHZwic_jX5pA/o.jpg,https://www.yelp.com/biz/poolside-cafe-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,cafes,4,"37.4588089,-122.1413498",$$$$,,"['Four Seasons Hotels And Brands', '2050 University Ave, Fl 3 Rooftop Pool', 'Palo Alto, CA 94303']"
See's Candies,https://s3-media1.fl.yelpcdn.com/bphoto/ocwRjWds4AaAf7JO6CndPQ/o.jpg,https://www.yelp.com/biz/sees-candies-sunnyvale-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,50,"candy,giftshops,chocolate",4.5,"37.3739,-122.0578",$$,14087200334,"['1238 W El Camino Real', 'Sunnyvale, CA 94087']"
Iron Tail Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/mWxCem-QC-QUlVeahP1iOA/o.jpg,https://www.yelp.com/biz/iron-tail-cafe-palo-alto?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,cafes,3.5,"37.4225154519081,-122.137340605259",$,,"['340 Portage Ave', 'Palo Alto, CA 94306']"
Jamba,https://s3-media4.fl.yelpcdn.com/bphoto/FybEqCKqaiZV40XPkm2EbQ/o.jpg,https://www.yelp.com/biz/jamba-mountain-view?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,125,"juicebars,sandwiches",2.5,"37.39099272588201,-122.09487208385266",$,16502370690,"['1037 A El Monte Ave', 'Mountain View, CA 94040']"
Tully's Coffee,,https://www.yelp.com/biz/tullys-coffee-stanford?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,coffee,4,"37.433,-122.17588",,,"['300 Pasteur Dr', 'Stanford Hospital and Clinics', 'Stanford, CA 94305']"
Little Bao Baos,https://s3-media1.fl.yelpcdn.com/bphoto/x_2WunRoFIiLpQsOPk8k8Q/o.jpg,https://www.yelp.com/biz/little-bao-baos-los-altos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,fooddeliveryservices,5,"37.375373840332,-122.120529174805",,16508239007,"['Los Altos, CA 94022']"
McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/56MWGVYwvild0S2Ds-zSjg/o.jpg,https://www.yelp.com/biz/mcdonalds-mountain-view-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,87,"hotdogs,burgers,coffee",3,"37.3914086652741,-122.096434392733",$,16509670328,"['952 El Monte Ave', 'Mountain View, CA 94040']"
7-Eleven,https://s3-media2.fl.yelpcdn.com/bphoto/LXhY2s10vfONhzwPue2sIg/o.jpg,https://www.yelp.com/biz/7-eleven-mountain-view-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,11,"convenience,coffee",3,"37.4140277,-122.0896371",$,16509615913,"['1951 Old Middlefield Way', 'Mountain View, CA 94043']"
